SR_Pcode,SR_Name_Eng,District/SAZ_Pcode,District/SAZ_Name_Eng,Tsp_Pcode,Township_Name_Eng,Town_Pcode,Town_Name_Eng,Town_Name_MMR,Longitude,Latitude,Source,Start_Date,Modified_End_Date,Notification,Notification_modified,GAD_Town_Status,Field_Town_Status,MIMU_Town_Mapping_Status,Change_Type,Remark
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017024,Bogale,MMR017024701,Bogale Town,ဘိုကလေး,95.39680,16.29500,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017022,Danubyu,MMR017022701,Danubyu Town,ဓနုဖြူ,95.59583,17.25468,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017026,Dedaye,MMR017026701,Dedaye Town,ဒေးဒရဲ,95.88512,16.40806,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017015,Einme,MMR017015701,Einme Town,အိမ်မဲ,95.18050,16.89620,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008703,Du Yar Town,ဒူးယား,95.48020,17.56160,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008701,Hinthada Town,ဟင်္သာတ,95.45818,17.64958,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008702,Ta Loke Htaw Town,တလုတ္ထော်,95.30460,17.64190,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013702,Htoogyi Town,ထူးကြီး,95.26073,17.97132,GAD,01-Nov-13,,No. 997/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013701,Ingapu Town,အင်္ဂပူ,95.26926,17.80981,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017013,Ingapu,MMR017013703,Me Za Li Kone Town,မဲဇလီကုန်း,95.22880,17.90090,GAD,23-May-17,,No. 677/2017,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017002,Kangyidaunt,MMR017002701,Kangyidaunt Town,ကန်ကြီးထောင့်,94.89476,16.93290,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017025,Kyaiklat,MMR017025701,Kyaiklat Town,ကျိုက်လတ်,95.72614,16.44431,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012702,Batye Town,ဘက်ရဲ,95.14703,18.30044,GAD,8-Mar-13,,No. 179/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017012,Kyangin,MMR017012701,Kyangin Town,ကြံခင်း,95.23914,18.34035,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017007,Kyaunggon,MMR017007701,Kyaunggon Town,ကျောင်းကုန်း,95.19040,17.10768,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005702,Ahtaung Town,အထောင်,95.33365,17.34855,GAD,25-Oct-12,,No. 965/2012,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017005,Kyonpyaw,MMR017005701,Kyonpyaw Town,ကျုံပျော်,95.20000,17.30000,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,MMR017016704,Hainggyikyun Town,ဟိုင်းကြီးကျွန်း,94.80943,15.82677,GAD,,9-Sep-11,,200/23-314/U-1,Inactive,N/A,Inactive,Change of Township,Moved to Napudaw Township
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,MMR017016703,Labutta (3) Mile Town,လပွတ္တာ (၃) မိုင်,94.78124,16.19983,GAD,1-Mar-16,,No. 595/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,MMR017016701,Labutta Town,လပွတ္တာ,94.75889,16.14557,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017016,Labutta,MMR017016702,Pyinsalu Town,ပြင်စလူ,94.80943,15.82677,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017010,Lemyethna,MMR017010701,Lemyethna Town,လေးမျက်နှာ,95.17454,17.60038,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017019,Maubin,MMR017019701,Maubin Town,မအူပင်,95.64940,16.73023,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D004,Labutta,MMR017018,Mawlamyinegyun,MMR017018701,Mawlamyinegyun Town,မော်လမြိုင်ကျွန်း,95.26298,16.37894,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017011,Myanaung,MMR017011703,In Pin Town,အင်ပင်,95.26900,18.09350,GAD,6-Sep-18,,No. 1193/2018,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017011,Myanaung,MMR017011702,Kanaung Town,ကနောင်,95.38137,18.21566,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017011,Myanaung,MMR017011701,Myanaung Town,မြန်အောင်,95.31779,18.28696,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017014,Myaungmya,MMR017014701,Myaungmya Town,မြောင်းမြ,94.92977,16.59926,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017004,Ngapudaw,MMR017004703,Hainggyikyun Town,ဟိုင်းကြီးကျွန်း,94.34411,16.01602,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017004,Ngapudaw,MMR017004701,Ngapudaw Town,ငပုတော,94.69224,16.54310,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017004,Ngapudaw,MMR017004702,Ngayokekaung Town,ငရုတ်ကောင်း,94.30190,16.52089,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017021,Nyaungdon,MMR017021701,Nyaungdon Town,ညောင်တုန်း,95.63359,17.04903,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D005,Maubin,MMR017020,Pantanaw,MMR017020701,Pantanaw Town,ပန်းတနော်,95.46595,16.98212,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,MMR017001704,Chaung Thar Town,ချောင်းသာ,94.44470,16.95970,GAD,23-Sep-16,,No. 1972/2016,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,MMR017001703,Ngwesaung Town,ငွေဆောင်,94.38711,16.86379,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,MMR017001701,Pathein Town,ပုသိမ်,94.73303,16.77924,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017001,Pathein,MMR017001702,Shwethaungyan Town,ရွှေသောင်ယံ,94.46133,17.07674,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017023,Pyapon,MMR017023702,Ahmar Town,အမာ,95.29017,15.79940,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D006,Pyapon,MMR017023,Pyapon,MMR017023701,Pyapon Town,ဖျာပုံ,95.68019,16.29161,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017003,Thabaung,MMR017003701,Thabaung Town,သာပေါင်း,94.80589,17.04734,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017017,Wakema,MMR017017702,Kyonmangae Town,ကျုံမငေး,95.13190,16.43803,GAD,14-Feb-14,,No. 138/2014,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D003,Myaungmya,MMR017017,Wakema,MMR017017701,Wakema Town,ဝါးခယ်မ,95.18041,16.60383,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,MMR017006703,Ahthoke Town,အသုတ်,95.08331,17.19974,GAD,19-Nov-13,,No. 1069/2013,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,MMR017006702,Ngathaingchaung Town,ငသိုင်းချောင်း,95.07731,17.39927,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D001,Pathein,MMR017006,Yegyi,MMR017006701,Yegyi Town,ရေကြည်,95.12067,17.34456,GAD,,,,,Active,N/A,Active,,
MMR017,Ayeyarwady,MMR017D002,Hinthada,MMR017009,Zalun,MMR017009701,Zalun Town,ဇလွန်,95.55666,17.47810,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001701,Bago Town,ပဲခူး,96.48389,17.33583,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001702,Hpayargyi Town,ဘုရားကြီး,96.52654,17.47538,GAD,23-May-13,,No. 439/2013,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007001,Bago,MMR007001703,Inntakaw Town,အင်းတကော်,96.37637,17.18087,GAD,28-Mar-14,,No. 366/2014,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007007,Daik-U,MMR007007701,Daik-U Town,ဒိုက်ဦး,96.66969,17.78967,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007014,Htantabin,MMR007014701,Htantabin Town,ထန်းတပင်,96.48376,18.84330,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007003,Kawa,MMR007003701,Kawa Town,ကဝ,96.46632,17.08967,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007003,Kawa,MMR007003702,Thetkala Town,သက္ကလ,96.59657,17.02939,GAD,23-May-13,,No. 444/2013,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007011,Kyaukkyi,MMR007011701,Kyaukkyi Town,ကျောက်ကြီး,96.76862,18.32764,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007006,Kyauktaga,MMR007006703,Hpa Do Town,ဖဒို,96.55490,18.03770,GAD,21-Aug-15,,No. 1046/2015,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007006,Kyauktaga,MMR007006701,Kyauktaga Town,ကျောက်တံခါး,96.61391,18.15867,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007006,Kyauktaga,MMR007006702,Penwegon Town,ပဲနွယ်ကုန်း,96.56886,18.22271,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007005,Nyaunglebin,MMR007005702,Madauk Town,မဒေါက်,96.84535,17.91491,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007005,Nyaunglebin,MMR007005701,Nyaunglebin Town,ညောင်လေးပင်,96.72151,17.95323,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007005,Nyaunglebin,MMR007005704,Peinzalok Town,ပိန်းဇလုပ်,96.66836,18.06990,GAD,30-Mar-15,,No. 355/2015,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007005,Nyaunglebin,MMR007005703,Pyuntasa Town,ပြွန်တန်ဆာ,96.71597,17.87517,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007013,Oktwin,MMR007013702,Kywe Pwe Town,ကျွဲပွဲ,96.40990,18.70000,GAD,21-Aug-15,,No. 1046/2015,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007013,Oktwin,MMR007013701,Oktwin Town,အုတ်တွင်း,96.41363,18.83293,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012702,Kanyutkwin Town,ကညွတ်ကွင်း,96.49218,18.34040,GAD,23-May-13,,No. 443/2013,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012701,Phyu Town,ဖြူး,96.43572,18.48438,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007012,Phyu,MMR007012703,Zayyawadi Town,ဇေယျ၀တီ,96.43084,18.54097,GAD,26-Nov-13,,No. 1113/2013,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007008,Shwegyin,MMR007008701,Shwegyin Town,ရွှေကျင်,96.87767,17.92304,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007009,Taungoo,MMR007009702,Kaytumati Town,ကေတုမတီ,96.40357,19.01432,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007009,Taungoo,MMR007009701,Taungoo Town,တောင်ငူ,96.43314,18.93953,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007002,Thanatpin,MMR007002701,Thanatpin Town,သနပ်ပင်,96.57664,17.28903,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D001,Bago,MMR007004,Waw,MMR007004701,Waw Town,ဝေါ,96.68234,17.48360,GAD,,,,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007010,Yedashe,MMR007010702,Hswar Town,ဆွာ,96.29072,19.26498,GAD,23-May-13,,No. 441/2013,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007010,Yedashe,MMR007010704,Myo Hla Town,မြို့လှ,96.26628,19.40442,GAD,24-Mar-16,,No. 961/2016,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007010,Yedashe,MMR007010703,Yae Ni Town,ရေနီ,96.26804,19.47438,GAD,24-Mar-16,,No. 961/2016,,Active,N/A,Active,,
MMR007,Bago (East),MMR007D002,Taungoo,MMR007010,Yedashe,MMR007010701,Yedashe Town,ရေတာရှည်,96.34234,19.15693,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008014,Gyobingauk,MMR008014701,Gyobingauk Town,ကြို့ပင်ကောက်,95.65259,18.22989,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008008,Letpadan,MMR008008701,Letpadan Town,လက်ပံတန်း,95.74529,17.77900,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008009,Minhla,MMR008009701,Minhla Town,မင်းလှ,95.70905,17.97389,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008009,Minhla,MMR008009702,Sit Kwin Town,စစ်ကွင်း,95.72320,17.89410,GAD,21-Aug-15,,No. 1046/2015,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008013,Monyo,MMR008013701,Monyo Town,မိုးညို,95.51185,18.02719,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008012,Nattalin,MMR008012701,Nattalin Town,နတ်တလင်း,95.54731,18.42753,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008012,Nattalin,MMR008012702,Tar Pun Town,တာပွန်,95.45490,18.36100,GAD,21-Aug-15,,No. 1046/2015,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008010,Okpho,MMR008010702,Oe Thei Kone Town,အိုးသည်ကုန်း,95.69350,18.04320,GAD,21-Aug-15,,No. 1046/2015,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008010,Okpho,MMR008010701,Okpho Town,အုတ်ဖို,95.67177,18.13022,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008003,Padaung,MMR008003702,Oakshitpin Town,ဥရှစ်ပင်,95.01383,18.68519,GAD,23-May-13,,No. 437/2013,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008003,Padaung,MMR008003701,Padaung Town,ပန်းတောင်း,95.15353,18.71797,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008002,Paukkhaung,MMR008002701,Paukkhaung Town,ပေါက်ခေါင်း,95.54819,18.90280,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008004,Paungde,MMR008004701,Paungde Town,ပေါင်းတည်,95.50721,18.48947,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008001,Pyay,MMR008001702,Paungdale Town,ပေါင်းတလည်,95.38459,18.84968,GAD,17-Jun-13,,No. 507/2013,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008001,Pyay,MMR008001701,Pyay Town,ပြည်,95.22103,18.82151,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008006,Shwedaung,MMR008006701,Shwedaung Town,ရွှေတောင်,95.21404,18.70510,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008007,Thayarwady,MMR008007701,Thayarwady Town,သာယာဝတီ,95.78629,17.65441,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008007,Thayarwady,MMR008007702,Thonse Town,သုံးဆယ်,95.78985,17.62988,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008005,Thegon,MMR008005703,Inn Ma Town,အင်းမ,95.34904,18.52806,GAD,02-Feb-16,,No. 301/2016,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008005,Thegon,MMR008005702,Puteekone Town,ပုတီးကုန်း,95.45645,18.57236,GAD,23-May-13,,No. 438/2013,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008005,Thegon,MMR008005704,Sin Mee Swea Town,ဆင်မြီးဆွဲ,95.35940,18.73690,GAD,10-May-18,,No. 574/2018,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D001,Pyay,MMR008005,Thegon,MMR008005701,Thegon Town,သဲကုန်း,95.41721,18.64698,GAD,,,,,Active,N/A,Active,,
MMR008,Bago (West),MMR008D002,Thayarwady,MMR008011,Zigon,MMR008011701,Zigon Town,ဇီးကုန်း,95.62304,18.33846,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D001,Falam,MMR004001,Falam,MMR004001701,Falam Town,ဖလမ်း,93.68034,22.91105,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D001,Falam,MMR004001,Falam,MMR004001702,Rihkhawdar Town,ရိခေါ်ဒါရ်,93.38869,23.36097,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D001,Falam,MMR004001,Falam,MMR004001703,Webula Town,ဝေဘူလ,93.91330,23.01680,GAD,10-Aug-18,,No. 1036/2018,,Active,N/A,Active,,
MMR004,Chin,MMR004D003,Hakha,MMR004002,Hakha,MMR004002701,Hakha Town,ဟားခါး,93.60483,22.64011,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D003,Hakha,MMR004002,Hakha,MMR004002702,Surkhua Town,ဆူရ်ခွား,93.63416,22.25553,GAD,16-May-19,,No. 128/2019,,Active,N/A,Active,,
MMR004,Chin,MMR004D002,Mindat,MMR004008,Kanpetlet,MMR004008701,Kanpetlet Town,ကန်ပက်လက်,94.05666,21.19337,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D002,Mindat,MMR004008,Kanpetlet,MMR004008702,Kyin Dway Town,ကျင်ဒွေး,93.83820,20.97300,GAD,27-Dec-18,,No. 1730/2018,,Active,N/A,Active,,
MMR004,Chin,MMR004D004,Matupi,MMR004007,Matupi,MMR004007703,Lalengpi Town,လိုင်လင်းပီ,93.11430,21.95920,GAD,11-Feb-16,,No. 400/2016,,Active,N/A,Active,,
MMR004,Chin,MMR004D004,Matupi,MMR004007,Matupi,MMR004007701,Matupi Town,မတူပီ,93.44086,21.60475,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D004,Matupi,MMR004007,Matupi,MMR004007702,Rezua Town,ရေဇွာ,93.40857,22.05289,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D002,Mindat,MMR004006,Mindat,MMR004006701,Mindat Town,မင်းတပ်,93.97365,21.37176,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D002,Mindat,MMR004006,Mindat,MMR004006702,M'kuiimnu Town,မကွီအိမ်နူး,93.59450,21.17270,GAD,13-Sep-17,,No. 1167/2017,,Active,N/A,Active,,
MMR004,Chin,MMR004D004,Matupi,MMR004009,Paletwa,MMR004009701,Paletwa Town,ပလက်ဝ,92.85461,21.30441,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D004,Matupi,MMR004009,Paletwa,MMR004009702,Samee Town,ဆမီး,93.09649,21.29333,GAD,31-Jul-12,,No. 413/2012,,Active,N/A,Active,,
MMR004,Chin,MMR004D001,Falam,MMR004004,Tedim,MMR004004702,Khaikam Town,ခိုင်ကမ်း,93.95510,23.21750,GAD,11-Feb-16,,No. 400/2016,,Active,N/A,Active,,
MMR004,Chin,MMR004D001,Falam,MMR004004,Tedim,MMR004004701,Tedim Town,တီးတိန်,93.65619,23.37058,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D003,Hakha,MMR004003,Thantlang,MMR004003702,Hnaring Town,နှာဟရိန်,93.43610,22.18980,GAD,13-Sep-17,,No. 1167/2017,,Active,N/A,Active,,
MMR004,Chin,MMR004D003,Hakha,MMR004003,Thantlang,MMR004003701,Thantlang Town,ထန်တလန်,93.42780,22.69843,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D001,Falam,MMR004005,Tonzang,MMR004005702,Cikha Town,ကျီခါး,93.53347,23.88976,GAD,,,,,Active,N/A,Active,,
MMR004,Chin,MMR004D001,Falam,MMR004005,Tonzang,MMR004005701,Tonzang Town,တွန်းဇန်,93.69175,23.60306,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D003,Bhamo,MMR001010,Bhamo,MMR001010701,Bhamo Town,ဗန်းမော်,97.23441,24.25493,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D001,Myitkyina,MMR001005,Chipwi,MMR001005701,Chipwi Town,ချီဖွေ,98.12976,25.88635,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D001,Myitkyina,MMR001005,Chipwi,MMR001005702,Pang War Town,ပန်ဝါ,98.37863,25.59866,GAD,5-Jan-11,,200/24-66/U-1,,Active,N/A,Active,,
MMR001,Kachin,MMR001D002,Mohnyin,MMR001009,Hpakant,MMR001009701,Hpakant Town,ဖားကန့်,96.31212,25.61280,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D002,Mohnyin,MMR001009,Hpakant,MMR001009702,Kamaing Town,ကာမိုင်း,96.71153,25.52260,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D001,Myitkyina,MMR001003,Injangyang,MMR001003701,Injangyang Town,အင်ဂျန်းယန်,97.72671,25.82991,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D004,Puta-O,MMR001018,Khaunglanhpu,MMR001018701,Khaunglanhpu Town,ခေါင်လန်ဖူး,98.36034,27.06043,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D004,Puta-O,MMR001016,Machanbaw,MMR001016701,Machanbaw Town,မချမ်းဘော,97.58937,27.28395,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D003,Bhamo,MMR001013,Mansi,MMR001013701,Mansi Town,မံစီ,97.29311,24.11962,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D002,Mohnyin,MMR001008,Mogaung,MMR001008701,Mogaung Town,မိုးကောင်း,96.94038,25.30274,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D002,Mohnyin,MMR001008,Mogaung,MMR001008702,Nammatee Town,နမ္မတီး,97.00896,25.37835,GAD,30-Mar-15,,No. 352/2015,,Active,N/A,Active,,
MMR001,Kachin,MMR001D002,Mohnyin,MMR001007,Mohnyin,MMR001007702,Hopin Town,ဟိုပင်,96.53019,24.99183,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D002,Mohnyin,MMR001007,Mohnyin,MMR001007703,Inn Taw Gyi Town,အင်းတော်ကြီး,96.28760,25.09290,GAD,09-Nov-17,,No. 1464/2017,,Active,N/A,Active,,
MMR001,Kachin,MMR001D002,Mohnyin,MMR001007,Mohnyin,MMR001007701,Mohnyin Town,မိုးညှင်း,96.36493,24.77711,GAD,,,,,Active,N/A,Active,,
MMR001,Kachin,MMR001D002,Mohnyin,MMR001007,Mohnyin,MMR001007705,Nam Mar Town,နန်းမား,96.43625,24.87399,GAD,23-Sep-19,,No. 303/2019,,Active,N/A,Active,,
MMR001,Kachin,MMR001D002,Mohnyin,MMR001007,Mohnyin,MMR001007704,Nam Mun Town,နန့်မွန်း,96.35480,25.00470,GAD,3-Aug-18,,No. 1016/2018,,Active,N/A,Active,,
MMR001,Kachin,MMR001D003,Bhamo,MMR001012,Momauk,MMR001012703,Dawthponeyan Town,ဒေါ့ဖုန်းယန်,97.46127,24.61398,GAD,,,,,Active,N/A,Active,,
